match_id,inning,over,ball,batsman_runs,bowler_runs,is_wicket
299,2,14,6,4.0,1.0,1.0
58,1,15,5,,1.0,
1475,1,3,2,3.0,4.0,
1394,2,14,2,2.0,0.0,1.0
1549,1,9,6,6.0,1.0,0.0
994,2,12,3,2.0,2.0,0.0
506,1,13,2,6.0,3.0,
1047,2,14,6,,,
1959,1,4,6,,1.0,
341,2,1,6,4.0,,
697,1,20,1,4.0,6.0,0.0
1026,1,12,4,6.0,6.0,
246,2,14,1,6.0,4.0,0.0
1009,1,13,5,2.0,,0.0
338,1,19,1,6.0,3.0,1.0
771,1,3,1,4.0,4.0,
1221,1,14,4,6.0,3.0,0.0
1376,2,10,6,4.0,1.0,0.0
1300,1,11,5,4.0,1.0,
378,1,10,2,2.0,1.0,
1285,2,10,3,2.0,3.0,1.0
1195,2,1,5,4.0,6.0,1.0
1767,1,8,5,,0.0,0.0
269,1,2,5,1.0,4.0,1.0
69,2,6,2,4.0,,0.0
1203,2,3,3,,2.0,
577,2,17,5,0.0,2.0,
896,2,6,4,4.0,1.0,1.0
1795,1,15,3,2.0,6.0,1.0
742,1,14,2,4.0,2.0,1.0
1394,2,15,6,0.0,2.0,1.0
543,2,14,6,,4.0,0.0
1829,1,11,2,3.0,4.0,0.0
91,2,2,6,,4.0,1.0
1565,2,6,5,6.0,0.0,0.0
1117,2,17,5,6.0,1.0,
1654,2,4,1,,,
1301,1,14,6,1.0,2.0,0.0
1490,2,20,3,4.0,4.0,
896,2,17,5,2.0,4.0,0.0
605,1,13,3,1.0,0.0,
395,2,1,2,6.0,1.0,1.0
668,2,7,3,1.0,6.0,1.0
406,2,3,6,1.0,4.0,
1580,2,20,4,4.0,0.0,1.0
232,2,20,2,1.0,4.0,
1554,1,20,6,1.0,4.0,1.0
742,2,20,5,2.0,0.0,1.0
594,2,7,3,6.0,6.0,
1480,1,11,3,3.0,6.0,
1672,1,18,6,3.0,4.0,0.0
1928,1,12,2,0.0,4.0,1.0
462,1,9,1,2.0,3.0,1.0
1790,2,10,6,4.0,1.0,
1055,1,1,6,4.0,4.0,0.0
1447,2,8,6,1.0,1.0,
1824,2,6,6,0.0,0.0,
1334,2,18,3,6.0,0.0,
576,1,14,3,0.0,0.0,0.0
448,2,12,5,6.0,3.0,1.0
874,1,6,4,1.0,3.0,
1679,2,10,6,4.0,,
16,1,14,6,6.0,1.0,0.0
119,1,10,5,1.0,6.0,0.0
1801,1,7,2,3.0,3.0,1.0
1163,1,8,6,3.0,4.0,1.0
1669,1,12,3,,2.0,
1582,1,18,2,,,0.0
97,2,19,3,,6.0,1.0
1916,1,6,5,,,0.0
1968,2,13,5,3.0,4.0,
52,2,12,3,0.0,6.0,1.0
323,1,17,6,2.0,6.0,0.0
1271,2,2,6,3.0,6.0,0.0
246,1,9,5,4.0,6.0,1.0
1499,2,18,1,,1.0,0.0
75,2,9,6,2.0,6.0,0.0
1552,1,3,2,4.0,1.0,
786,1,17,6,1.0,,
1232,1,17,4,6.0,3.0,
1235,2,18,2,2.0,2.0,1.0
1324,2,1,3,,,
1078,1,4,5,2.0,4.0,1.0
1576,2,9,2,1.0,6.0,1.0
1978,2,18,4,0.0,2.0,
875,1,4,4,3.0,0.0,0.0
124,2,6,2,1.0,0.0,1.0
1661,1,1,2,1.0,6.0,
1009,1,7,2,2.0,2.0,0.0
487,2,3,1,4.0,2.0,
877,2,11,4,6.0,1.0,
162,1,2,5,2.0,1.0,0.0
1257,1,10,5,0.0,,1.0
1546,1,10,6,3.0,1.0,1.0
702,2,5,1,6.0,6.0,
208,1,11,5,,2.0,
48,2,20,5,6.0,0.0,0.0
1636,1,20,1,1.0,3.0,1.0
1204,1,20,1,6.0,,1.0
322,2,11,1,1.0,2.0,1.0
1512,1,5,2,4.0,0.0,0.0
357,1,19,2,2.0,,
1192,1,8,1,6.0,2.0,
530,1,15,2,3.0,4.0,0.0
14,2,20,1,0.0,4.0,0.0
1947,2,17,4,3.0,4.0,1.0
671,1,7,2,0.0,3.0,0.0
530,2,8,2,4.0,,
707,2,6,2,4.0,6.0,
564,1,17,3,6.0,2.0,1.0
1984,1,9,3,6.0,0.0,
4,1,2,2,1.0,0.0,
880,2,1,4,3.0,3.0,0.0
202,1,16,3,3.0,2.0,0.0
333,1,15,1,1.0,6.0,
1657,2,1,5,3.0,3.0,1.0
1530,2,15,5,0.0,1.0,0.0
1423,1,1,6,2.0,3.0,0.0
1890,1,6,4,,,0.0
1665,2,2,4,3.0,1.0,1.0
1626,2,18,4,3.0,0.0,
383,2,19,2,,6.0,1.0
1450,1,19,3,3.0,2.0,1.0
1009,2,10,6,3.0,4.0,1.0
1548,2,17,6,6.0,2.0,0.0
1096,1,5,5,3.0,6.0,
734,2,5,5,6.0,6.0,1.0
1226,1,3,5,4.0,3.0,
314,1,10,3,4.0,0.0,0.0
636,1,15,1,,4.0,
420,1,10,4,1.0,4.0,1.0
119,2,10,4,0.0,4.0,1.0
537,1,2,2,1.0,3.0,1.0
113,2,10,6,2.0,,0.0
140,1,11,1,0.0,6.0,1.0
1516,2,16,5,1.0,3.0,1.0
898,1,7,1,4.0,1.0,0.0
1273,2,1,5,6.0,1.0,0.0
125,1,20,5,2.0,,1.0
312,2,16,5,1.0,2.0,0.0
122,1,10,4,6.0,,0.0
76,2,18,3,3.0,0.0,0.0
766,1,11,5,6.0,,0.0
971,2,7,6,0.0,2.0,0.0
1644,2,5,6,1.0,0.0,1.0
1196,1,10,2,,3.0,
54,2,9,5,1.0,6.0,0.0
579,1,20,1,6.0,6.0,0.0
408,1,5,5,,0.0,
1294,2,20,4,2.0,0.0,1.0
937,2,3,3,0.0,1.0,
1799,2,19,4,3.0,6.0,0.0
1604,2,15,6,,6.0,1.0
437,2,5,4,2.0,2.0,0.0
675,1,2,1,,0.0,1.0
427,1,17,3,0.0,2.0,1.0
1816,2,15,4,2.0,4.0,1.0
1332,2,13,6,4.0,1.0,1.0
1588,1,7,6,1.0,,1.0
1254,2,3,1,2.0,2.0,0.0
1454,1,19,2,1.0,3.0,0.0
1750,1,16,4,1.0,1.0,0.0
745,1,3,4,1.0,6.0,1.0
161,2,16,4,4.0,1.0,0.0
937,1,18,2,3.0,,0.0
164,2,16,5,,4.0,
1207,1,13,4,6.0,,0.0
1157,2,18,6,,1.0,
650,1,8,6,2.0,6.0,1.0
973,1,17,5,1.0,4.0,1.0
359,2,16,3,3.0,3.0,0.0
1030,2,4,5,3.0,1.0,
268,2,19,5,2.0,6.0,0.0
1837,2,14,2,4.0,6.0,0.0
1420,1,7,6,1.0,2.0,0.0
1432,1,17,6,3.0,0.0,
237,2,6,5,4.0,6.0,0.0
1911,2,4,5,3.0,0.0,
388,2,20,3,3.0,0.0,
1176,1,9,6,1.0,3.0,0.0
1428,2,13,4,3.0,4.0,1.0
1076,2,10,4,0.0,2.0,1.0
612,1,20,6,6.0,4.0,1.0
1062,1,14,3,6.0,4.0,0.0
174,1,16,1,,6.0,
824,1,9,6,,2.0,1.0
1641,1,12,2,,6.0,1.0
574,1,15,6,0.0,4.0,
1090,1,4,6,4.0,3.0,0.0
612,1,12,4,6.0,2.0,0.0
1132,2,20,6,,6.0,1.0
1102,1,16,4,3.0,3.0,0.0
1710,1,5,2,4.0,,0.0
131,2,8,2,1.0,4.0,1.0
1915,2,12,4,4.0,6.0,0.0
1786,2,4,5,2.0,0.0,1.0
228,1,1,3,6.0,4.0,0.0
655,2,12,5,2.0,,
732,2,4,3,6.0,,1.0
1783,1,9,1,1.0,2.0,1.0
1183,1,2,6,0.0,4.0,0.0
1392,1,20,5,,3.0,
1736,1,5,2,0.0,2.0,
1698,1,16,4,0.0,6.0,1.0
175,1,9,6,2.0,,
269,2,15,3,6.0,,1.0
238,1,20,2,3.0,,
987,2,18,3,6.0,6.0,
1096,2,15,6,3.0,1.0,0.0
566,2,1,4,2.0,0.0,1.0
673,1,5,1,4.0,,0.0
1881,2,13,1,3.0,6.0,0.0
1009,1,4,1,3.0,6.0,
866,2,15,3,4.0,3.0,0.0
303,2,9,3,3.0,1.0,
1518,2,13,5,3.0,2.0,
898,2,19,1,0.0,3.0,1.0
1201,2,2,1,0.0,,1.0
310,2,15,5,3.0,3.0,
605,2,8,5,6.0,,1.0
28,2,12,2,6.0,,0.0
1548,2,9,5,3.0,1.0,
847,1,9,4,,,1.0
732,2,15,3,1.0,6.0,1.0
831,2,19,4,3.0,1.0,
283,2,12,5,0.0,,1.0
310,2,11,5,6.0,,1.0
1067,2,20,1,2.0,4.0,0.0
895,1,4,2,1.0,0.0,0.0
1363,1,18,2,1.0,3.0,0.0
481,2,14,3,,0.0,
1809,1,13,2,2.0,,
851,2,4,3,6.0,2.0,
666,2,2,2,0.0,6.0,
1567,1,4,2,1.0,,1.0
1494,2,11,1,,,1.0
554,2,3,5,,0.0,0.0
607,1,19,5,6.0,0.0,0.0
573,2,5,1,3.0,0.0,1.0
853,2,18,3,3.0,,
878,2,19,3,1.0,0.0,
131,1,10,1,3.0,0.0,
648,1,3,4,2.0,4.0,0.0
1852,2,11,5,6.0,4.0,0.0
755,2,17,2,2.0,6.0,0.0
222,2,7,1,4.0,6.0,1.0
1243,2,13,5,3.0,6.0,0.0
1225,2,4,6,2.0,0.0,0.0
493,2,1,1,2.0,6.0,0.0
955,1,3,1,1.0,6.0,
1249,2,15,4,6.0,4.0,0.0
1853,1,13,4,0.0,1.0,1.0
126,1,11,2,4.0,4.0,
276,1,7,2,2.0,0.0,0.0
1309,2,13,4,4.0,,0.0
955,2,3,3,3.0,6.0,1.0
194,2,16,2,0.0,1.0,0.0
1013,1,19,6,3.0,0.0,1.0
508,1,15,5,4.0,,1.0
654,1,3,6,3.0,0.0,0.0
1120,2,16,2,0.0,1.0,0.0
1514,1,10,4,2.0,0.0,1.0
645,1,4,4,3.0,4.0,0.0
241,1,15,2,1.0,6.0,1.0
325,1,7,1,1.0,,0.0
1496,2,15,4,3.0,3.0,1.0
973,1,9,4,1.0,0.0,0.0
599,1,12,3,3.0,3.0,1.0
1971,1,13,1,4.0,6.0,
1170,2,7,4,,3.0,0.0
1863,2,2,4,,4.0,
1385,1,17,1,,1.0,
619,1,12,1,3.0,,0.0
1688,1,10,3,1.0,0.0,1.0
1330,1,14,6,3.0,0.0,1.0
913,2,3,4,4.0,1.0,
1963,2,14,1,2.0,,
893,2,18,1,0.0,6.0,1.0
560,2,6,1,3.0,6.0,
250,1,7,3,0.0,6.0,0.0
1197,1,15,1,2.0,0.0,
1278,2,18,3,,3.0,1.0
1080,1,17,6,3.0,,0.0
1360,1,12,3,0.0,4.0,1.0
1543,2,15,4,3.0,,1.0
550,1,3,2,4.0,2.0,0.0
222,2,19,6,,,1.0
22,1,18,6,4.0,3.0,1.0
965,2,13,5,1.0,6.0,0.0
76,2,14,3,3.0,0.0,
1290,2,19,2,1.0,4.0,
1973,2,11,6,6.0,3.0,0.0
91,1,5,2,6.0,0.0,
1031,2,12,3,0.0,2.0,
1734,1,4,1,6.0,0.0,
464,1,14,1,2.0,,1.0
888,1,16,3,4.0,0.0,0.0
1087,2,10,2,1.0,0.0,0.0
589,2,12,3,1.0,3.0,1.0
592,2,10,5,3.0,4.0,0.0
1625,1,12,4,1.0,,1.0
600,1,5,3,0.0,3.0,0.0
451,2,19,5,0.0,1.0,1.0
122,1,16,2,4.0,,1.0
892,1,17,5,3.0,,1.0
952,2,18,2,3.0,0.0,1.0
814,2,19,5,0.0,2.0,0.0
840,1,12,1,4.0,1.0,1.0
1932,1,17,2,0.0,4.0,
31,2,4,3,,1.0,
742,1,15,6,2.0,1.0,1.0
1215,2,2,1,2.0,4.0,1.0
518,1,20,5,3.0,0.0,
69,1,12,4,,6.0,1.0
713,1,11,4,2.0,1.0,0.0
582,1,17,1,2.0,,1.0
1734,2,4,4,2.0,2.0,1.0
1440,2,16,5,0.0,3.0,1.0
319,1,7,6,3.0,3.0,1.0
1163,1,19,3,4.0,2.0,0.0
70,2,1,5,3.0,1.0,
1922,2,2,4,1.0,4.0,1.0
1792,2,2,6,6.0,4.0,
590,1,2,6,4.0,1.0,1.0
1961,1,15,3,3.0,6.0,
1937,2,19,1,4.0,2.0,
1832,2,15,3,2.0,0.0,0.0
1206,2,18,1,1.0,3.0,
990,1,7,6,1.0,,0.0
488,2,14,1,1.0,,0.0
985,2,11,4,3.0,,0.0
1691,2,18,2,2.0,1.0,1.0
257,1,4,6,1.0,0.0,0.0
1177,2,17,5,4.0,0.0,
1252,1,14,4,4.0,2.0,
1148,1,20,2,3.0,1.0,1.0
1725,1,6,6,,,0.0
1633,2,13,4,3.0,2.0,0.0
397,1,16,3,3.0,6.0,0.0
1027,2,9,4,6.0,6.0,
700,1,10,3,2.0,1.0,0.0
1245,2,16,1,1.0,3.0,
1242,2,17,4,1.0,3.0,0.0
1642,2,4,3,0.0,6.0,0.0
1998,2,10,2,4.0,0.0,
119,1,4,3,6.0,0.0,1.0
1353,1,10,6,0.0,2.0,
1220,1,10,5,6.0,0.0,0.0
1725,2,14,4,,4.0,1.0
895,1,3,4,3.0,6.0,
1423,2,8,2,4.0,1.0,1.0
1097,2,14,1,3.0,3.0,0.0
234,2,6,2,,2.0,0.0
51,1,9,3,6.0,6.0,0.0
1197,1,7,1,0.0,0.0,1.0
1153,2,20,5,4.0,,0.0
189,1,9,5,4.0,3.0,
544,1,20,4,4.0,,1.0
1983,2,18,1,2.0,6.0,1.0
982,1,1,3,3.0,0.0,
1902,2,14,6,6.0,4.0,0.0
15,1,20,4,,4.0,0.0
879,2,15,3,6.0,6.0,0.0
862,2,16,3,1.0,4.0,1.0
92,2,14,4,4.0,0.0,
1074,1,12,1,3.0,2.0,1.0
1631,1,1,1,6.0,2.0,1.0
205,2,12,1,6.0,3.0,1.0
1080,1,7,5,,,1.0
125,2,18,3,0.0,2.0,1.0
883,1,18,6,2.0,4.0,1.0
1647,2,11,3,1.0,6.0,
1251,2,6,4,4.0,3.0,
885,2,12,4,1.0,3.0,0.0
90,1,16,4,3.0,4.0,1.0
1998,1,11,2,1.0,6.0,1.0
1301,2,9,2,6.0,4.0,1.0
496,1,11,6,,,
140,2,13,1,0.0,3.0,
1104,1,3,5,4.0,0.0,
1517,2,16,1,6.0,2.0,0.0
946,2,12,3,3.0,1.0,0.0
1942,1,9,6,,2.0,0.0
1421,2,5,6,,4.0,0.0
1817,2,8,1,,1.0,
1465,1,11,3,0.0,4.0,0.0
1507,2,10,3,6.0,1.0,
1434,1,20,6,2.0,1.0,1.0
1793,1,16,1,6.0,6.0,1.0
336,1,16,5,2.0,3.0,1.0
377,2,16,5,,2.0,
1303,2,19,5,4.0,1.0,0.0
652,2,15,5,0.0,,
896,1,12,2,3.0,0.0,
1997,1,3,3,,1.0,0.0
1223,2,2,2,,6.0,
1808,2,8,5,,2.0,1.0
919,1,17,4,1.0,1.0,
1772,2,13,1,,4.0,1.0
1963,1,11,2,,,0.0
809,1,14,2,1.0,1.0,0.0
1272,2,20,4,3.0,1.0,
1862,2,4,2,4.0,2.0,0.0
1443,1,20,3,2.0,4.0,
386,2,15,6,1.0,,
1999,2,13,1,6.0,4.0,1.0
769,2,1,3,6.0,,0.0
997,2,14,4,,6.0,
1099,2,6,3,1.0,,1.0
110,2,5,6,0.0,2.0,
62,1,19,4,3.0,0.0,0.0
1468,1,1,1,2.0,3.0,1.0
1502,1,3,3,4.0,,0.0
1089,1,19,5,,6.0,0.0
1976,1,19,1,4.0,3.0,0.0
1243,1,6,3,4.0,4.0,1.0
821,1,1,1,1.0,6.0,
1552,1,12,1,2.0,,1.0
252,2,19,5,6.0,,0.0
1615,1,10,1,3.0,0.0,
965,2,15,3,2.0,,
1319,2,2,3,3.0,4.0,
199,2,3,5,1.0,0.0,0.0
1853,2,8,5,3.0,,1.0
1308,2,1,2,2.0,,1.0
595,2,17,3,6.0,,0.0
1783,1,3,2,0.0,0.0,
1191,2,5,4,,3.0,0.0
180,1,7,6,4.0,0.0,
787,2,20,3,4.0,1.0,0.0
1981,2,15,5,3.0,0.0,1.0
1380,1,15,2,6.0,0.0,1.0
1011,2,9,4,,0.0,0.0
1986,2,3,6,2.0,1.0,0.0
430,1,11,5,6.0,2.0,1.0
314,2,2,6,1.0,0.0,1.0
697,2,4,4,2.0,1.0,1.0
1323,1,8,5,4.0,4.0,
21,1,5,5,3.0,4.0,1.0
206,1,19,4,6.0,2.0,1.0
557,2,9,5,4.0,2.0,
1967,1,18,3,3.0,,1.0
1320,2,10,2,2.0,4.0,0.0
181,2,16,5,4.0,3.0,0.0
166,2,17,4,,,0.0
263,2,14,6,3.0,,0.0
1114,1,6,2,4.0,3.0,
1117,2,16,4,2.0,6.0,1.0
1018,1,1,2,6.0,,1.0
1248,2,11,4,,0.0,
935,2,18,5,2.0,2.0,0.0
222,1,9,3,6.0,2.0,
1846,2,15,6,1.0,6.0,0.0
1758,1,15,4,0.0,1.0,0.0
847,1,16,2,6.0,,0.0
511,1,11,6,0.0,6.0,1.0
194,1,20,6,1.0,1.0,0.0
805,1,9,5,1.0,,
94,1,15,6,,0.0,1.0
229,2,17,4,0.0,0.0,0.0
777,1,13,5,3.0,3.0,1.0
1182,1,5,4,2.0,0.0,
1450,1,1,6,0.0,1.0,1.0
427,2,20,2,,1.0,
1911,2,11,3,0.0,1.0,1.0
1360,2,6,4,3.0,3.0,
392,2,1,6,3.0,6.0,1.0
387,2,1,3,4.0,6.0,
1158,2,12,3,4.0,2.0,
581,1,9,1,3.0,,
365,2,13,5,4.0,4.0,
1218,1,8,6,4.0,,1.0
1049,1,14,6,,2.0,1.0
1860,1,16,4,,4.0,1.0
567,2,10,3,1.0,6.0,0.0
1025,2,12,3,6.0,,1.0
17,1,15,2,,4.0,1.0
453,2,9,6,2.0,3.0,1.0
1,1,9,4,4.0,2.0,1.0
1966,2,11,3,4.0,6.0,1.0
1178,2,11,1,0.0,3.0,1.0
1777,1,11,4,1.0,3.0,0.0
131,1,3,1,,,0.0
278,2,19,6,4.0,2.0,0.0
1970,2,11,4,3.0,0.0,1.0
1186,2,19,1,1.0,0.0,1.0
93,1,1,4,3.0,1.0,1.0
717,1,17,6,0.0,3.0,1.0
1854,2,3,5,4.0,0.0,0.0
1257,2,11,6,,3.0,
1732,2,17,6,3.0,3.0,0.0
680,1,8,1,0.0,2.0,1.0
115,1,11,2,2.0,6.0,0.0
34,2,5,5,,6.0,0.0
829,2,14,5,4.0,6.0,1.0
228,1,6,1,0.0,,1.0
593,2,4,6,,4.0,
1605,1,19,1,2.0,6.0,1.0
1704,2,4,6,0.0,0.0,1.0
597,1,14,2,6.0,1.0,0.0
1657,1,8,6,6.0,4.0,0.0
1336,2,2,1,6.0,6.0,
1435,2,17,6,6.0,1.0,1.0
1231,2,11,2,2.0,,0.0
607,1,14,3,,6.0,1.0
1991,2,14,6,3.0,0.0,
153,1,3,5,0.0,2.0,0.0
993,2,16,6,2.0,6.0,
1058,1,10,5,,0.0,1.0
1139,2,17,2,4.0,4.0,0.0
765,2,8,6,6.0,,
1165,2,5,2,,0.0,1.0
358,2,1,3,6.0,0.0,1.0
829,1,10,1,1.0,4.0,
1735,1,19,2,2.0,6.0,
1091,2,11,6,6.0,,
406,1,11,3,4.0,4.0,
1911,2,16,3,4.0,0.0,1.0
261,2,5,1,6.0,6.0,1.0
672,2,12,4,6.0,6.0,1.0
1697,1,18,6,,4.0,0.0
943,1,15,3,0.0,2.0,
199,1,11,3,6.0,6.0,
821,2,8,3,3.0,0.0,1.0
506,1,1,5,4.0,2.0,0.0
886,1,17,4,3.0,,
243,1,13,4,,2.0,0.0
603,2,1,6,4.0,4.0,0.0
532,2,5,5,0.0,0.0,
1339,2,18,1,2.0,,
897,1,6,2,0.0,6.0,
1226,1,6,6,1.0,0.0,0.0
1051,1,7,1,0.0,2.0,1.0
1963,1,16,1,4.0,0.0,
1846,2,19,4,,6.0,0.0
395,2,18,1,6.0,6.0,1.0
183,1,11,2,1.0,3.0,0.0
842,1,13,3,1.0,4.0,
196,1,10,5,4.0,4.0,
632,1,11,2,2.0,0.0,
1869,2,16,2,,1.0,
243,2,6,6,4.0,6.0,
1504,2,4,3,6.0,2.0,
368,2,19,1,3.0,1.0,1.0
1294,1,10,2,1.0,,0.0
313,1,6,1,,3.0,1.0
1501,2,16,5,6.0,,
1148,2,1,5,1.0,,1.0
659,2,10,4,1.0,4.0,
84,1,9,2,,4.0,1.0
664,2,7,4,2.0,4.0,1.0
341,1,5,4,1.0,2.0,1.0
566,2,4,3,6.0,6.0,1.0
99,2,13,5,6.0,0.0,0.0
75,2,19,2,3.0,0.0,
143,2,12,5,0.0,1.0,1.0
376,1,4,3,6.0,2.0,0.0
417,1,4,5,6.0,4.0,0.0
661,1,10,2,2.0,1.0,1.0
354,2,15,5,,4.0,1.0
352,1,5,5,1.0,0.0,0.0
866,1,1,4,1.0,1.0,0.0
992,1,12,6,3.0,2.0,1.0
1029,1,18,6,0.0,6.0,0.0
1810,2,10,3,0.0,1.0,
198,2,6,3,0.0,2.0,0.0
1215,2,2,6,2.0,,0.0
1715,1,15,4,3.0,1.0,
532,2,9,6,3.0,3.0,
1381,1,17,5,2.0,3.0,0.0
1191,1,7,1,0.0,,
1455,2,4,2,6.0,4.0,1.0
915,1,17,5,6.0,2.0,0.0
757,2,13,6,2.0,6.0,0.0
1592,2,15,2,0.0,4.0,
1159,1,17,6,0.0,3.0,0.0
1607,1,20,6,1.0,1.0,1.0
1528,2,1,6,0.0,0.0,1.0
1416,2,20,6,3.0,4.0,
10,1,1,3,0.0,2.0,
4,1,5,5,0.0,1.0,0.0
1810,1,3,3,0.0,1.0,
1751,2,7,5,3.0,4.0,1.0
1940,2,7,4,1.0,2.0,
1095,2,1,5,1.0,1.0,
1411,1,13,3,6.0,2.0,
1276,1,9,5,6.0,6.0,1.0
1067,1,16,1,,2.0,0.0
1702,1,17,4,4.0,3.0,1.0
801,2,8,2,6.0,1.0,1.0
1865,2,4,3,1.0,6.0,
1395,2,16,3,1.0,4.0,
755,2,13,4,2.0,0.0,1.0
1167,2,4,4,,4.0,1.0
726,1,5,5,3.0,,0.0
986,2,4,1,6.0,6.0,0.0
1124,2,11,4,4.0,,
1648,2,6,3,0.0,0.0,
1814,2,5,1,0.0,3.0,1.0
469,2,7,2,,0.0,1.0
1689,2,20,1,1.0,3.0,1.0
426,1,1,1,1.0,,1.0
1281,1,14,6,0.0,6.0,1.0
1124,1,6,5,6.0,1.0,0.0
1096,2,11,2,1.0,1.0,0.0
409,1,7,6,,0.0,1.0
803,2,19,3,0.0,3.0,0.0
396,1,20,6,2.0,1.0,1.0
270,1,15,6,4.0,1.0,1.0
1773,2,16,1,6.0,,0.0
951,2,10,2,3.0,3.0,1.0
1932,2,6,5,1.0,0.0,
1962,2,12,6,3.0,4.0,0.0
1081,2,12,5,3.0,4.0,
1982,2,2,5,2.0,0.0,1.0
1393,2,20,5,3.0,0.0,1.0
1472,1,2,1,4.0,0.0,1.0
813,1,19,3,6.0,3.0,1.0
994,2,17,5,6.0,1.0,
944,2,19,2,3.0,6.0,0.0
1320,2,15,1,2.0,1.0,0.0
1883,2,11,4,1.0,,1.0
727,1,10,6,,1.0,0.0
1843,1,19,5,4.0,1.0,
1057,2,6,5,0.0,0.0,1.0
1205,1,12,1,3.0,,0.0
1733,1,17,4,,2.0,0.0
878,1,15,3,2.0,1.0,0.0
202,1,9,3,0.0,4.0,
336,1,9,3,6.0,,0.0
65,1,3,4,,1.0,0.0
1977,1,5,4,6.0,3.0,
73,2,7,4,3.0,,1.0
1440,2,18,3,0.0,2.0,
990,2,5,3,6.0,0.0,1.0
1903,2,10,3,0.0,6.0,1.0
963,2,14,5,6.0,2.0,1.0
1654,1,7,4,0.0,0.0,0.0
1259,1,6,5,,3.0,1.0
1833,2,15,2,6.0,,1.0
1959,1,6,4,0.0,2.0,
558,2,4,5,0.0,3.0,1.0
360,2,8,6,6.0,6.0,1.0
398,2,18,5,,2.0,1.0
1815,2,20,1,3.0,6.0,0.0
1564,1,13,4,1.0,0.0,0.0
503,2,3,5,,3.0,0.0
811,1,18,4,3.0,6.0,
1607,2,10,1,0.0,4.0,0.0
291,1,3,3,4.0,0.0,0.0
60,2,10,1,3.0,6.0,
1607,1,4,5,4.0,,
1970,2,7,2,,1.0,
1117,2,19,5,2.0,4.0,1.0
733,2,10,3,3.0,6.0,1.0
260,2,20,5,1.0,,1.0
1549,2,9,4,4.0,2.0,1.0
1614,2,8,4,6.0,3.0,0.0
29,2,6,6,1.0,1.0,
55,2,2,2,,0.0,
88,1,16,2,1.0,4.0,1.0
1178,1,18,6,1.0,,1.0
427,2,16,6,3.0,2.0,
1766,1,8,2,2.0,1.0,1.0
320,1,17,3,2.0,6.0,
1247,2,16,6,1.0,0.0,0.0
1031,2,12,1,0.0,3.0,
636,2,12,5,3.0,0.0,0.0
1391,2,2,4,3.0,4.0,
483,2,8,3,,1.0,
25,2,3,6,4.0,6.0,0.0
72,1,16,3,3.0,1.0,1.0
808,2,7,5,2.0,1.0,
715,1,3,4,,0.0,
407,2,10,6,1.0,1.0,0.0
41,2,20,1,0.0,3.0,
1937,2,18,2,3.0,1.0,
1736,1,8,2,3.0,3.0,
968,2,13,1,2.0,1.0,1.0
337,2,7,1,4.0,3.0,1.0
640,2,18,6,6.0,1.0,1.0
1080,1,14,6,6.0,1.0,1.0
441,1,10,2,2.0,1.0,
139,2,12,5,6.0,6.0,0.0
1340,1,6,3,0.0,2.0,
1063,1,17,5,0.0,1.0,
601,1,6,5,2.0,,0.0
1022,2,19,2,2.0,,0.0
1708,2,12,2,,6.0,1.0
1681,1,7,5,0.0,2.0,1.0
1845,2,14,2,3.0,2.0,0.0
1255,2,16,6,2.0,6.0,
347,1,20,1,3.0,6.0,1.0
1630,1,10,4,0.0,1.0,1.0
167,2,13,4,1.0,3.0,0.0
210,2,9,6,1.0,,
973,2,13,5,0.0,3.0,
861,2,8,6,1.0,1.0,
1568,1,10,2,,2.0,
1364,2,20,2,2.0,6.0,0.0
1132,2,5,2,0.0,1.0,1.0
1300,2,15,2,3.0,1.0,
1840,1,3,3,2.0,,
893,2,7,3,4.0,,0.0
162,2,18,4,3.0,2.0,0.0
252,1,6,4,6.0,4.0,0.0
1302,1,9,3,6.0,3.0,0.0
1270,1,3,4,2.0,2.0,1.0
1275,2,2,1,4.0,1.0,
1627,1,11,3,1.0,0.0,
1315,2,16,2,6.0,6.0,
459,1,19,6,0.0,,0.0
1685,1,20,1,2.0,4.0,
1761,1,20,1,2.0,3.0,0.0
1317,2,17,2,2.0,4.0,0.0
1706,2,13,4,3.0,3.0,1.0
945,2,11,2,4.0,1.0,
681,1,1,5,2.0,0.0,
379,2,10,5,3.0,3.0,0.0
731,2,14,4,3.0,4.0,0.0
741,1,5,1,1.0,2.0,
439,1,11,6,4.0,3.0,1.0
1248,1,5,3,1.0,2.0,0.0
1786,2,13,3,0.0,6.0,1.0
1682,1,16,6,1.0,,
950,2,9,4,2.0,3.0,
1787,1,4,2,2.0,,1.0
929,2,8,4,1.0,1.0,1.0
1115,2,11,3,,0.0,
220,1,8,1,6.0,2.0,
1270,2,10,6,1.0,3.0,
1082,1,8,5,1.0,,1.0
1523,1,9,6,,3.0,0.0
1264,1,1,6,4.0,1.0,
456,1,13,5,4.0,,1.0
1717,2,4,1,4.0,4.0,0.0
936,2,7,1,,,
548,1,6,2,,3.0,1.0
1881,2,6,1,6.0,6.0,0.0
1433,1,3,5,,2.0,0.0
1581,2,15,1,6.0,,1.0
931,2,9,4,2.0,3.0,
1672,2,1,2,3.0,3.0,1.0
1593,2,13,5,6.0,4.0,1.0
1828,1,15,3,3.0,1.0,0.0
678,2,20,5,,4.0,
1382,1,1,2,0.0,4.0,1.0
1335,2,9,5,6.0,2.0,0.0
