player_id,player_name,team,role
861,Player_861,SRH,Batsman
862,Player_862,SRH,
863,Player_863,KKR,Wicket-Keeper
864,Player_864,SRH,Bowler
865,Player_865,DC,Wicket-Keeper
866,Player_866,GT,Bowler
867,Player_867,MI,
868,Player_868,KKR,Batsman
869,Player_869,KKR,All-Rounder
870,Player_870,PBKS,Wicket-Keeper
871,Player_871,LSG,Batsman
872,Player_872,RR,All-Rounder
873,Player_873,CSK,Batsman
874,Player_874,MI,Bowler
875,Player_875,LSG,
876,Player_876,KKR,Batsman
877,Player_877,KKR,Wicket-Keeper
878,Player_878,LSG,Wicket-Keeper
879,Player_879,CSK,Batsman
880,Player_880,RCB,
881,Player_881,KKR,
882,Player_882,DC,
883,Player_883,PBKS,Batsman
884,Player_884,DC,Wicket-Keeper
885,Player_885,SRH,All-Rounder
886,Player_886,RR,All-Rounder
887,Player_887,CSK,Batsman
888,Player_888,MI,
889,Player_889,LSG,All-Rounder
890,Player_890,PBKS,Wicket-Keeper
891,Player_891,LSG,Batsman
892,Player_892,RCB,Batsman
893,Player_893,DC,Wicket-Keeper
894,Player_894,RR,Wicket-Keeper
895,Player_895,KKR,
896,Player_896,SRH,Wicket-Keeper
897,Player_897,RR,Batsman
898,Player_898,DC,Bowler
899,Player_899,DC,
900,Player_900,PBKS,
901,Player_901,MI,Wicket-Keeper
902,Player_902,CSK,
903,Player_903,SRH,Bowler
904,Player_904,CSK,All-Rounder
905,Player_905,RR,Wicket-Keeper
906,Player_906,MI,Batsman
907,Player_907,CSK,
908,Player_908,KKR,Bowler
909,Player_909,MI,Batsman
910,Player_910,SRH,Wicket-Keeper
911,Player_911,LSG,
912,Player_912,DC,All-Rounder
913,Player_913,SRH,
914,Player_914,LSG,Wicket-Keeper
915,Player_915,MI,
916,Player_916,GT,Batsman
917,Player_917,MI,Bowler
918,Player_918,KKR,
919,Player_919,RCB,All-Rounder
920,Player_920,CSK,All-Rounder
921,Player_921,GT,Batsman
922,Player_922,DC,All-Rounder
923,Player_923,RCB,Wicket-Keeper
924,Player_924,DC,Wicket-Keeper
925,Player_925,MI,Wicket-Keeper
926,Player_926,RR,Bowler
927,Player_927,LSG,Wicket-Keeper
928,Player_928,PBKS,All-Rounder
929,Player_929,CSK,All-Rounder
930,Player_930,MI,Bowler
931,Player_931,MI,
932,Player_932,CSK,Bowler
933,Player_933,KKR,Bowler
934,Player_934,RR,Bowler
935,Player_935,RR,Bowler
936,Player_936,KKR,Batsman
937,Player_937,RR,All-Rounder
938,Player_938,LSG,Batsman
939,Player_939,LSG,Bowler
940,Player_940,KKR,Batsman
941,Player_941,MI,Batsman
942,Player_942,DC,Bowler
943,Player_943,CSK,Wicket-Keeper
944,Player_944,SRH,Bowler
945,Player_945,MI,Batsman
946,Player_946,LSG,All-Rounder
947,Player_947,LSG,
948,Player_948,SRH,All-Rounder
949,Player_949,GT,All-Rounder
950,Player_950,RR,
951,Player_951,MI,Bowler
952,Player_952,SRH,Wicket-Keeper
953,Player_953,PBKS,All-Rounder
954,Player_954,SRH,Wicket-Keeper
955,Player_955,SRH,
956,Player_956,LSG,Bowler
957,Player_957,PBKS,Bowler
958,Player_958,CSK,
959,Player_959,DC,Bowler
960,Player_960,RR,Bowler
961,Player_961,PBKS,All-Rounder
962,Player_962,GT,Wicket-Keeper
963,Player_963,DC,
964,Player_964,SRH,Bowler
965,Player_965,DC,
966,Player_966,GT,
967,Player_967,MI,Wicket-Keeper
968,Player_968,RCB,Wicket-Keeper
969,Player_969,LSG,Bowler
970,Player_970,PBKS,Batsman
971,Player_971,PBKS,
972,Player_972,DC,All-Rounder
973,Player_973,CSK,Bowler
974,Player_974,CSK,
975,Player_975,SRH,Bowler
976,Player_976,GT,Wicket-Keeper
977,Player_977,RR,All-Rounder
978,Player_978,GT,
979,Player_979,RR,All-Rounder
980,Player_980,RCB,All-Rounder
981,Player_981,SRH,Batsman
982,Player_982,KKR,
983,Player_983,PBKS,All-Rounder
984,Player_984,RR,Bowler
985,Player_985,MI,All-Rounder
986,Player_986,DC,Bowler
987,Player_987,RCB,
988,Player_988,RCB,
989,Player_989,LSG,All-Rounder
990,Player_990,PBKS,Bowler
991,Player_991,RCB,Batsman
992,Player_992,PBKS,Bowler
993,Player_993,MI,Wicket-Keeper
994,Player_994,DC,Bowler
995,Player_995,RR,All-Rounder
996,Player_996,CSK,
997,Player_997,DC,
998,Player_998,RR,
999,Player_999,DC,Batsman
1000,Player_1000,PBKS,Wicket-Keeper
1001,Player_1001,LSG,
1002,Player_1002,PBKS,Bowler
1003,Player_1003,LSG,
1004,Player_1004,DC,Bowler
1005,Player_1005,RCB,Bowler
1006,Player_1006,SRH,
1007,Player_1007,GT,Bowler
1008,Player_1008,KKR,All-Rounder
1009,Player_1009,RCB,Batsman
1010,Player_1010,PBKS,Batsman
1011,Player_1011,LSG,
1012,Player_1012,CSK,Wicket-Keeper
1013,Player_1013,SRH,
1014,Player_1014,RCB,All-Rounder
1015,Player_1015,SRH,
1016,Player_1016,RCB,
1017,Player_1017,LSG,
1018,Player_1018,KKR,Bowler
1019,Player_1019,DC,Wicket-Keeper
1020,Player_1020,MI,
1021,Player_1021,CSK,Wicket-Keeper
1022,Player_1022,GT,Wicket-Keeper
1023,Player_1023,RCB,Bowler
1024,Player_1024,LSG,Bowler
1025,Player_1025,RCB,Batsman
1026,Player_1026,LSG,Batsman
1027,Player_1027,RCB,All-Rounder
1028,Player_1028,MI,
1029,Player_1029,LSG,All-Rounder
1030,Player_1030,RCB,Wicket-Keeper
1031,Player_1031,KKR,All-Rounder
1032,Player_1032,CSK,Batsman
1033,Player_1033,DC,
1034,Player_1034,KKR,Wicket-Keeper
1035,Player_1035,PBKS,All-Rounder
1036,Player_1036,SRH,Wicket-Keeper
1037,Player_1037,CSK,Bowler
1038,Player_1038,PBKS,
1039,Player_1039,MI,Batsman
1040,Player_1040,CSK,Bowler
1041,Player_1041,MI,
1042,Player_1042,SRH,
1043,Player_1043,RCB,Wicket-Keeper
1044,Player_1044,DC,Wicket-Keeper
1045,Player_1045,GT,All-Rounder
1046,Player_1046,LSG,Bowler
1047,Player_1047,RR,
1048,Player_1048,LSG,Wicket-Keeper
1049,Player_1049,PBKS,Batsman
1050,Player_1050,LSG,Wicket-Keeper
1051,Player_1051,KKR,Wicket-Keeper
1052,Player_1052,RCB,Wicket-Keeper
1053,Player_1053,RR,All-Rounder
1054,Player_1054,MI,All-Rounder
1055,Player_1055,RR,Batsman
1056,Player_1056,RCB,Wicket-Keeper
1057,Player_1057,GT,
1058,Player_1058,LSG,
1059,Player_1059,GT,Wicket-Keeper
1060,Player_1060,RR,Bowler
1061,Player_1061,KKR,Bowler
1062,Player_1062,RCB,Bowler
1063,Player_1063,RCB,Wicket-Keeper
1064,Player_1064,SRH,Wicket-Keeper
1065,Player_1065,RCB,Bowler
1066,Player_1066,CSK,Batsman
1067,Player_1067,GT,Batsman
1068,Player_1068,RR,Batsman
1069,Player_1069,DC,Batsman
1070,Player_1070,DC,Batsman
1071,Player_1071,MI,All-Rounder
1072,Player_1072,PBKS,
1073,Player_1073,KKR,All-Rounder
1074,Player_1074,PBKS,Bowler
1075,Player_1075,CSK,All-Rounder
1076,Player_1076,MI,Batsman
1077,Player_1077,RR,All-Rounder
1078,Player_1078,PBKS,All-Rounder
1079,Player_1079,DC,Bowler
1080,Player_1080,PBKS,Wicket-Keeper
1081,Player_1081,RR,Wicket-Keeper
1082,Player_1082,KKR,Batsman
1083,Player_1083,RR,Wicket-Keeper
1084,Player_1084,GT,Bowler
1085,Player_1085,KKR,
1086,Player_1086,GT,Wicket-Keeper
1087,Player_1087,MI,Wicket-Keeper
1088,Player_1088,GT,Wicket-Keeper
1089,Player_1089,RR,All-Rounder
1090,Player_1090,PBKS,Batsman
1091,Player_1091,CSK,Batsman
1092,Player_1092,GT,Wicket-Keeper
1093,Player_1093,MI,
1094,Player_1094,GT,Wicket-Keeper
1095,Player_1095,SRH,Wicket-Keeper
1096,Player_1096,CSK,Wicket-Keeper
1097,Player_1097,GT,
1098,Player_1098,RCB,Wicket-Keeper
1099,Player_1099,CSK,Batsman
1100,Player_1100,PBKS,Wicket-Keeper
1101,Player_1101,MI,Batsman
1102,Player_1102,KKR,Batsman
1103,Player_1103,LSG,All-Rounder
1104,Player_1104,DC,Bowler
1105,Player_1105,KKR,Bowler
1106,Player_1106,GT,Wicket-Keeper
1107,Player_1107,PBKS,Bowler
1108,Player_1108,PBKS,All-Rounder
1109,Player_1109,LSG,
1110,Player_1110,DC,Wicket-Keeper
1111,Player_1111,GT,All-Rounder
1112,Player_1112,LSG,Wicket-Keeper
1113,Player_1113,LSG,Wicket-Keeper
1114,Player_1114,LSG,
1115,Player_1115,SRH,All-Rounder
1116,Player_1116,KKR,All-Rounder
1117,Player_1117,MI,Bowler
1118,Player_1118,GT,Batsman
1119,Player_1119,MI,Wicket-Keeper
1120,Player_1120,CSK,
1121,Player_1121,LSG,
1122,Player_1122,KKR,
1123,Player_1123,CSK,Batsman
1124,Player_1124,SRH,All-Rounder
1125,Player_1125,LSG,Wicket-Keeper
1126,Player_1126,LSG,
1127,Player_1127,CSK,
1128,Player_1128,CSK,Batsman
1129,Player_1129,DC,All-Rounder
1130,Player_1130,GT,Bowler
1131,Player_1131,DC,Batsman
1132,Player_1132,SRH,Bowler
1133,Player_1133,RR,Wicket-Keeper
1134,Player_1134,DC,
1135,Player_1135,MI,
1136,Player_1136,DC,
1137,Player_1137,RR,Batsman
1138,Player_1138,CSK,Batsman
1139,Player_1139,SRH,Wicket-Keeper
1140,Player_1140,LSG,Batsman
1141,Player_1141,RR,
1142,Player_1142,PBKS,
1143,Player_1143,PBKS,All-Rounder
1144,Player_1144,LSG,Bowler
1145,Player_1145,GT,All-Rounder
1146,Player_1146,SRH,Bowler
1147,Player_1147,DC,Batsman
1148,Player_1148,LSG,All-Rounder
1149,Player_1149,CSK,Bowler
1150,Player_1150,CSK,Bowler
1151,Player_1151,SRH,
1152,Player_1152,PBKS,All-Rounder
1153,Player_1153,LSG,Wicket-Keeper
1154,Player_1154,DC,
1155,Player_1155,PBKS,Bowler
1156,Player_1156,MI,Wicket-Keeper
1157,Player_1157,LSG,
1158,Player_1158,GT,Bowler
1159,Player_1159,GT,
1160,Player_1160,KKR,Batsman
1161,Player_1161,RCB,Wicket-Keeper
1162,Player_1162,RR,Bowler
1163,Player_1163,GT,All-Rounder
1164,Player_1164,LSG,Batsman
1165,Player_1165,SRH,Wicket-Keeper
1166,Player_1166,KKR,Batsman
1167,Player_1167,SRH,All-Rounder
1168,Player_1168,GT,Bowler
1169,Player_1169,MI,Wicket-Keeper
1170,Player_1170,CSK,Wicket-Keeper
1171,Player_1171,MI,
1172,Player_1172,RR,Batsman
1173,Player_1173,PBKS,Batsman
1174,Player_1174,GT,Bowler
1175,Player_1175,RCB,Wicket-Keeper
1176,Player_1176,MI,Batsman
1177,Player_1177,GT,Wicket-Keeper
1178,Player_1178,CSK,Batsman
1179,Player_1179,DC,Bowler
1180,Player_1180,DC,Wicket-Keeper
1181,Player_1181,DC,Bowler
1182,Player_1182,GT,
1183,Player_1183,DC,
1184,Player_1184,CSK,Wicket-Keeper
1185,Player_1185,PBKS,Wicket-Keeper
1186,Player_1186,PBKS,Wicket-Keeper
1187,Player_1187,PBKS,
1188,Player_1188,KKR,Bowler
1189,Player_1189,MI,Bowler
1190,Player_1190,GT,Bowler
1191,Player_1191,RCB,Bowler
1192,Player_1192,KKR,Bowler
1193,Player_1193,PBKS,Wicket-Keeper
1194,Player_1194,LSG,Bowler
1195,Player_1195,DC,
1196,Player_1196,GT,Wicket-Keeper
1197,Player_1197,RCB,
1198,Player_1198,MI,Batsman
1199,Player_1199,SRH,Bowler
1200,Player_1200,MI,Wicket-Keeper
1201,Player_1201,RR,
1202,Player_1202,MI,Bowler
1203,Player_1203,RR,Bowler
1204,Player_1204,LSG,All-Rounder
1205,Player_1205,MI,Batsman
1206,Player_1206,RR,Wicket-Keeper
1207,Player_1207,MI,All-Rounder
1208,Player_1208,MI,
1209,Player_1209,SRH,All-Rounder
1210,Player_1210,KKR,Wicket-Keeper
1211,Player_1211,DC,Wicket-Keeper
1212,Player_1212,SRH,Batsman
1213,Player_1213,RCB,All-Rounder
1214,Player_1214,DC,Batsman
1215,Player_1215,RCB,Batsman
1216,Player_1216,LSG,
1217,Player_1217,SRH,Wicket-Keeper
1218,Player_1218,CSK,Batsman
1219,Player_1219,PBKS,Batsman
1220,Player_1220,MI,Batsman
1221,Player_1221,RR,
1222,Player_1222,PBKS,Wicket-Keeper
1223,Player_1223,MI,
1224,Player_1224,RCB,Batsman
1225,Player_1225,SRH,Batsman
1226,Player_1226,RCB,Wicket-Keeper
1227,Player_1227,KKR,Batsman
1228,Player_1228,SRH,Wicket-Keeper
1229,Player_1229,CSK,All-Rounder
1230,Player_1230,MI,All-Rounder
1231,Player_1231,PBKS,
1232,Player_1232,RR,Bowler
1233,Player_1233,LSG,All-Rounder
1234,Player_1234,PBKS,Wicket-Keeper
1235,Player_1235,PBKS,Bowler
1236,Player_1236,GT,
1237,Player_1237,DC,Wicket-Keeper
1238,Player_1238,SRH,Batsman
1239,Player_1239,CSK,All-Rounder
1240,Player_1240,MI,
1241,Player_1241,CSK,Bowler
1242,Player_1242,RCB,All-Rounder
1243,Player_1243,RR,Batsman
1244,Player_1244,KKR,
1245,Player_1245,PBKS,
1246,Player_1246,CSK,Wicket-Keeper
1247,Player_1247,CSK,All-Rounder
1248,Player_1248,LSG,All-Rounder
1249,Player_1249,PBKS,
1250,Player_1250,RCB,Wicket-Keeper
1251,Player_1251,RCB,Wicket-Keeper
1252,Player_1252,GT,
1253,Player_1253,KKR,All-Rounder
1254,Player_1254,RR,
1255,Player_1255,KKR,Wicket-Keeper
1256,Player_1256,MI,Bowler
1257,Player_1257,SRH,Bowler
1258,Player_1258,RCB,Batsman
1259,Player_1259,RR,Batsman
1260,Player_1260,MI,Wicket-Keeper
1261,Player_1261,DC,
1262,Player_1262,MI,All-Rounder
1263,Player_1263,SRH,Wicket-Keeper
1264,Player_1264,KKR,Bowler
1265,Player_1265,RCB,All-Rounder
1266,Player_1266,RR,Bowler
1267,Player_1267,SRH,Wicket-Keeper
1268,Player_1268,SRH,All-Rounder
1269,Player_1269,DC,Wicket-Keeper
1270,Player_1270,MI,All-Rounder
1271,Player_1271,DC,All-Rounder
1272,Player_1272,CSK,Bowler
1273,Player_1273,LSG,Batsman
1274,Player_1274,PBKS,Batsman
1275,Player_1275,MI,Wicket-Keeper
1276,Player_1276,RCB,Batsman
1277,Player_1277,PBKS,Wicket-Keeper
1278,Player_1278,GT,All-Rounder
1279,Player_1279,KKR,Batsman
1280,Player_1280,LSG,Batsman
1281,Player_1281,CSK,Batsman
1282,Player_1282,KKR,Batsman
1283,Player_1283,MI,Wicket-Keeper
1284,Player_1284,DC,Bowler
1285,Player_1285,PBKS,
1286,Player_1286,DC,Batsman
1287,Player_1287,SRH,Wicket-Keeper
1288,Player_1288,SRH,Wicket-Keeper
1289,Player_1289,DC,Batsman
1290,Player_1290,RCB,All-Rounder
1291,Player_1291,MI,Batsman
1292,Player_1292,CSK,
1293,Player_1293,RCB,All-Rounder
1294,Player_1294,GT,Bowler
1295,Player_1295,DC,Batsman
1296,Player_1296,MI,All-Rounder
1297,Player_1297,RR,Wicket-Keeper
1298,Player_1298,MI,Batsman
1299,Player_1299,DC,All-Rounder
1300,Player_1300,PBKS,Bowler
1301,Player_1301,PBKS,Batsman
1302,Player_1302,DC,Bowler
1303,Player_1303,PBKS,Batsman
1304,Player_1304,DC,Wicket-Keeper
1305,Player_1305,GT,Wicket-Keeper
1306,Player_1306,KKR,Batsman
1307,Player_1307,PBKS,Wicket-Keeper
1308,Player_1308,PBKS,Bowler
1309,Player_1309,SRH,
1310,Player_1310,KKR,Wicket-Keeper
1311,Player_1311,MI,All-Rounder
1312,Player_1312,PBKS,Batsman
1313,Player_1313,KKR,Wicket-Keeper
1314,Player_1314,RR,Bowler
1315,Player_1315,DC,
1316,Player_1316,SRH,Wicket-Keeper
1317,Player_1317,PBKS,Wicket-Keeper
1318,Player_1318,RR,Wicket-Keeper
1319,Player_1319,SRH,All-Rounder
1320,Player_1320,CSK,Batsman
1321,Player_1321,GT,All-Rounder
1322,Player_1322,KKR,
1323,Player_1323,DC,Bowler
1324,Player_1324,RCB,All-Rounder
1325,Player_1325,PBKS,Batsman
1326,Player_1326,KKR,Batsman
1327,Player_1327,MI,Batsman
1328,Player_1328,MI,All-Rounder
1329,Player_1329,GT,Batsman
1330,Player_1330,SRH,All-Rounder
1331,Player_1331,RR,Bowler
1332,Player_1332,DC,Bowler
1333,Player_1333,PBKS,Bowler
1334,Player_1334,RCB,Bowler
1335,Player_1335,CSK,Wicket-Keeper
1336,Player_1336,RCB,All-Rounder
1337,Player_1337,KKR,Batsman
1338,Player_1338,GT,
1339,Player_1339,MI,
1340,Player_1340,CSK,Wicket-Keeper
1341,Player_1341,MI,Wicket-Keeper
1342,Player_1342,RR,All-Rounder
1343,Player_1343,KKR,
1344,Player_1344,RR,
1345,Player_1345,RCB,All-Rounder
1346,Player_1346,MI,All-Rounder
1347,Player_1347,RCB,Wicket-Keeper
1348,Player_1348,RCB,Bowler
1349,Player_1349,RR,Wicket-Keeper
1350,Player_1350,GT,All-Rounder
1351,Player_1351,DC,
1352,Player_1352,RR,Wicket-Keeper
1353,Player_1353,DC,Batsman
1354,Player_1354,SRH,Bowler
1355,Player_1355,DC,
1356,Player_1356,SRH,
1357,Player_1357,RR,Wicket-Keeper
1358,Player_1358,CSK,
1359,Player_1359,MI,Bowler
1360,Player_1360,RCB,
1361,Player_1361,PBKS,
1362,Player_1362,PBKS,
1363,Player_1363,MI,Batsman
1364,Player_1364,CSK,All-Rounder
1365,Player_1365,MI,
1366,Player_1366,CSK,Wicket-Keeper
1367,Player_1367,KKR,Wicket-Keeper
1368,Player_1368,RR,
1369,Player_1369,PBKS,All-Rounder
1370,Player_1370,RCB,Wicket-Keeper
1371,Player_1371,RCB,
1372,Player_1372,MI,Batsman
1373,Player_1373,GT,All-Rounder
1374,Player_1374,DC,Wicket-Keeper
1375,Player_1375,LSG,
1376,Player_1376,KKR,All-Rounder
1377,Player_1377,SRH,Batsman
1378,Player_1378,GT,Wicket-Keeper
1379,Player_1379,LSG,
1380,Player_1380,GT,Bowler
1381,Player_1381,MI,
1382,Player_1382,CSK,
1383,Player_1383,LSG,Bowler
1384,Player_1384,GT,Bowler
1385,Player_1385,DC,All-Rounder
1386,Player_1386,DC,All-Rounder
1387,Player_1387,CSK,Wicket-Keeper
1388,Player_1388,DC,Batsman
1389,Player_1389,CSK,All-Rounder
1390,Player_1390,SRH,Wicket-Keeper
1391,Player_1391,RCB,Wicket-Keeper
1392,Player_1392,RR,Batsman
1393,Player_1393,LSG,Bowler
1394,Player_1394,LSG,All-Rounder
1395,Player_1395,RR,Bowler
1396,Player_1396,RR,Batsman
1397,Player_1397,LSG,All-Rounder
1398,Player_1398,KKR,Batsman
1399,Player_1399,LSG,
1400,Player_1400,CSK,Wicket-Keeper
1401,Player_1401,LSG,Bowler
1402,Player_1402,DC,Batsman
1403,Player_1403,LSG,Wicket-Keeper
1404,Player_1404,GT,
1405,Player_1405,CSK,Batsman
1406,Player_1406,PBKS,
1407,Player_1407,SRH,Wicket-Keeper
1408,Player_1408,SRH,All-Rounder
1409,Player_1409,SRH,All-Rounder
1410,Player_1410,SRH,Bowler
1411,Player_1411,RR,All-Rounder
1412,Player_1412,DC,Wicket-Keeper
1413,Player_1413,CSK,Wicket-Keeper
1414,Player_1414,SRH,All-Rounder
1415,Player_1415,PBKS,All-Rounder
1416,Player_1416,SRH,Bowler
1417,Player_1417,MI,
1418,Player_1418,GT,Bowler
1419,Player_1419,RCB,Wicket-Keeper
1420,Player_1420,LSG,Wicket-Keeper
1421,Player_1421,MI,Batsman
1422,Player_1422,CSK,
1423,Player_1423,CSK,
1424,Player_1424,PBKS,All-Rounder
1425,Player_1425,PBKS,Bowler
1426,Player_1426,PBKS,Wicket-Keeper
1427,Player_1427,RR,Batsman
1428,Player_1428,DC,
1429,Player_1429,SRH,
1430,Player_1430,CSK,Batsman
1431,Player_1431,SRH,Bowler
1432,Player_1432,DC,Bowler
1433,Player_1433,LSG,Batsman
1434,Player_1434,GT,Wicket-Keeper
1435,Player_1435,RR,Bowler
1436,Player_1436,LSG,
1437,Player_1437,PBKS,Bowler
1438,Player_1438,RCB,Wicket-Keeper
1439,Player_1439,GT,Bowler
1440,Player_1440,SRH,Wicket-Keeper
1441,Player_1441,KKR,Bowler
1442,Player_1442,GT,Batsman
1443,Player_1443,LSG,Wicket-Keeper
1444,Player_1444,CSK,Bowler
1445,Player_1445,PBKS,Bowler
1446,Player_1446,PBKS,Bowler
1447,Player_1447,KKR,Batsman
1448,Player_1448,DC,Wicket-Keeper
1449,Player_1449,PBKS,Batsman
1450,Player_1450,GT,All-Rounder
1451,Player_1451,RR,Bowler
1452,Player_1452,PBKS,Wicket-Keeper
1453,Player_1453,DC,All-Rounder
1454,Player_1454,DC,All-Rounder
1455,Player_1455,PBKS,Batsman
1456,Player_1456,CSK,Bowler
1457,Player_1457,GT,Wicket-Keeper
1458,Player_1458,KKR,Wicket-Keeper
1459,Player_1459,RR,Wicket-Keeper
1460,Player_1460,CSK,Batsman
1461,Player_1461,RCB,All-Rounder
1462,Player_1462,RCB,Bowler
1463,Player_1463,KKR,Bowler
1464,Player_1464,RCB,Wicket-Keeper
1465,Player_1465,MI,Batsman
1466,Player_1466,RCB,Bowler
1467,Player_1467,SRH,Batsman
1468,Player_1468,RR,All-Rounder
1469,Player_1469,RR,
1470,Player_1470,RR,Wicket-Keeper
1471,Player_1471,DC,
1472,Player_1472,DC,Batsman
1473,Player_1473,RR,Bowler
1474,Player_1474,RR,Wicket-Keeper
1475,Player_1475,KKR,Bowler
1476,Player_1476,LSG,All-Rounder
1477,Player_1477,GT,Batsman
1478,Player_1478,PBKS,Batsman
1479,Player_1479,SRH,Wicket-Keeper
1480,Player_1480,GT,All-Rounder
1481,Player_1481,CSK,Bowler
1482,Player_1482,MI,Wicket-Keeper
1483,Player_1483,SRH,All-Rounder
1484,Player_1484,MI,Batsman
1485,Player_1485,DC,Wicket-Keeper
1486,Player_1486,CSK,Wicket-Keeper
1487,Player_1487,KKR,Wicket-Keeper
1488,Player_1488,KKR,
1489,Player_1489,MI,Wicket-Keeper
1490,Player_1490,LSG,Wicket-Keeper
1491,Player_1491,SRH,All-Rounder
1492,Player_1492,DC,All-Rounder
1493,Player_1493,KKR,Bowler
1494,Player_1494,RR,Batsman
1495,Player_1495,SRH,
1496,Player_1496,KKR,All-Rounder
1497,Player_1497,DC,Bowler
1498,Player_1498,KKR,
1499,Player_1499,KKR,Wicket-Keeper
1500,Player_1500,GT,All-Rounder
1501,Player_1501,MI,All-Rounder
1502,Player_1502,DC,Bowler
1503,Player_1503,KKR,
1504,Player_1504,LSG,All-Rounder
1505,Player_1505,SRH,Bowler
1506,Player_1506,PBKS,All-Rounder
1507,Player_1507,DC,All-Rounder
1508,Player_1508,GT,Batsman
1509,Player_1509,GT,Bowler
1510,Player_1510,DC,All-Rounder
1511,Player_1511,DC,Batsman
1512,Player_1512,LSG,Bowler
1513,Player_1513,MI,
1514,Player_1514,SRH,
1515,Player_1515,SRH,Batsman
1516,Player_1516,GT,
1517,Player_1517,RR,
1518,Player_1518,GT,All-Rounder
1519,Player_1519,DC,Batsman
1520,Player_1520,DC,All-Rounder
1521,Player_1521,MI,Bowler
1522,Player_1522,PBKS,Batsman
1523,Player_1523,RCB,All-Rounder
1524,Player_1524,SRH,All-Rounder
1525,Player_1525,LSG,Batsman
1526,Player_1526,SRH,Wicket-Keeper
1527,Player_1527,RCB,All-Rounder
1528,Player_1528,KKR,Batsman
1529,Player_1529,RCB,Batsman
1530,Player_1530,RCB,
1531,Player_1531,DC,All-Rounder
1532,Player_1532,RR,Batsman
1533,Player_1533,PBKS,Bowler
1534,Player_1534,PBKS,Bowler
1535,Player_1535,LSG,
1536,Player_1536,LSG,Bowler
1537,Player_1537,LSG,All-Rounder
1538,Player_1538,KKR,Batsman
1539,Player_1539,KKR,
1540,Player_1540,RCB,All-Rounder
1541,Player_1541,LSG,Bowler
1542,Player_1542,SRH,All-Rounder
1543,Player_1543,CSK,Wicket-Keeper
1544,Player_1544,RCB,Batsman
1545,Player_1545,GT,Wicket-Keeper
1546,Player_1546,GT,
1547,Player_1547,GT,
1548,Player_1548,PBKS,Batsman
1549,Player_1549,LSG,Batsman
1550,Player_1550,GT,Batsman
1551,Player_1551,CSK,
1552,Player_1552,PBKS,Batsman
1553,Player_1553,SRH,Wicket-Keeper
1554,Player_1554,LSG,Wicket-Keeper
1555,Player_1555,PBKS,All-Rounder
1556,Player_1556,SRH,Wicket-Keeper
1557,Player_1557,RR,Bowler
1558,Player_1558,RCB,All-Rounder
1559,Player_1559,RR,
1560,Player_1560,SRH,
1561,Player_1561,SRH,Bowler
1562,Player_1562,KKR,
1563,Player_1563,SRH,Wicket-Keeper
1564,Player_1564,RR,Batsman
1565,Player_1565,GT,All-Rounder
1566,Player_1566,MI,Batsman
1567,Player_1567,DC,
1568,Player_1568,SRH,Wicket-Keeper
1569,Player_1569,KKR,Batsman
1570,Player_1570,KKR,Batsman
1571,Player_1571,CSK,Bowler
1572,Player_1572,RCB,
1573,Player_1573,DC,Batsman
1574,Player_1574,SRH,All-Rounder
1575,Player_1575,DC,Wicket-Keeper
1576,Player_1576,RCB,All-Rounder
1577,Player_1577,DC,Wicket-Keeper
1578,Player_1578,DC,All-Rounder
1579,Player_1579,MI,Batsman
1580,Player_1580,MI,Wicket-Keeper
1581,Player_1581,PBKS,All-Rounder
1582,Player_1582,LSG,
1583,Player_1583,GT,Batsman
1584,Player_1584,KKR,Batsman
1585,Player_1585,SRH,Bowler
1586,Player_1586,LSG,All-Rounder
1587,Player_1587,SRH,Bowler
1588,Player_1588,PBKS,Wicket-Keeper
1589,Player_1589,RR,All-Rounder
1590,Player_1590,PBKS,Wicket-Keeper
1591,Player_1591,SRH,Wicket-Keeper
1592,Player_1592,CSK,Wicket-Keeper
1593,Player_1593,DC,Batsman
1594,Player_1594,MI,Batsman
1595,Player_1595,KKR,
1596,Player_1596,RR,Bowler
1597,Player_1597,CSK,
1598,Player_1598,SRH,All-Rounder
1599,Player_1599,DC,Wicket-Keeper
1600,Player_1600,RCB,
1601,Player_1601,RCB,Bowler
1602,Player_1602,GT,Batsman
1603,Player_1603,SRH,
1604,Player_1604,SRH,Wicket-Keeper
1605,Player_1605,KKR,Wicket-Keeper
1606,Player_1606,MI,Bowler
1607,Player_1607,KKR,
1608,Player_1608,LSG,Bowler
1609,Player_1609,GT,Batsman
1610,Player_1610,MI,Bowler
1611,Player_1611,SRH,
1612,Player_1612,RCB,All-Rounder
1613,Player_1613,GT,
1614,Player_1614,RR,All-Rounder
1615,Player_1615,KKR,Batsman
1616,Player_1616,PBKS,Wicket-Keeper
1617,Player_1617,KKR,Wicket-Keeper
1618,Player_1618,MI,Batsman
1619,Player_1619,RCB,Wicket-Keeper
1620,Player_1620,DC,Bowler
1621,Player_1621,PBKS,Wicket-Keeper
1622,Player_1622,DC,Bowler
1623,Player_1623,CSK,Wicket-Keeper
1624,Player_1624,MI,
1625,Player_1625,RR,Bowler
1626,Player_1626,KKR,Wicket-Keeper
1627,Player_1627,GT,Batsman
1628,Player_1628,SRH,All-Rounder
1629,Player_1629,GT,Wicket-Keeper
1630,Player_1630,CSK,Bowler
1631,Player_1631,CSK,Batsman
1632,Player_1632,LSG,Wicket-Keeper
1633,Player_1633,SRH,Bowler
